StartDate;EndDate;Progress;Duration (in seconds);RecordedDate;UserLanguage;Informed consent;T1E_1;T2E_1;T3E_1;T4E_1;T5N_1;T6N_1;T7N_1;T8N_1;F1E_1;F2E_1;F3E_1;F4E_1;F5N_1;F6N_1;F7N_1;F8N_1;T1EE_1;T2EE_1;T3EE_1;T4EE_1;T5NE_1;T6NE_1;T7NE_1;T8NE_1;F1EE_1;F2EE_1;F3EE_1;F4EE_1;F5NE_1;F6NE_1;F7NE_1;F8NE_1;T1N_1;T2N_1;T3N_1;T4N_1;T5E_1;T6E_1;T7E_1;T8E_1;F1N_1;F2N_1;F3N_1;F4N_1;F5E_1;F6E_1;F7E_1;F8E_1;T1NE_1;T2NE_1;T3NE_1;T4NE_1;T5EE_1;T6EE_1;T7EE_1;T8EE_1;F1NE_1;F2NE_1;F3NE_1;F4NE_1;F5EE_1;F6EE_1;F7EE_1;F8EE_1;CRT1_1;CRT1_2;CRT1_3;CRT3_1;CRT3_2;CRT3_3;Educational level;Gender;Gender_4_TEXT;Age_1;Pol. partisanshipÂ _1;Series
02/05/2025 08:31;02/05/2025 08:44;100;774;02/05/2025 08:44;EN;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;10;5;10;0;1;10;0;10;0;0;2;0;0;0;0;10;10;9;10;9;9;10;5;5;9;9;10;10;9;9;9;4;10;39;2;8;Emily;6;1;;48;1;B
02/05/2025 08:30;02/05/2025 08:44;100;846;02/05/2025 08:44;EN;1;2;1;2;2;2;2;8;5;3;3;2;3;2;2;2;1;1;7;5;2;6;1;1;4;3;7;6;7;1;2;8;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;10;39;2;8;Emily;6;2;;45;3;A
02/05/2025 08:38;02/05/2025 08:44;100;358;02/05/2025 08:44;EN;1;1;6;6;3;6;7;6;6;2;1;6;1;3;0;0;4;9;8;8;4;6;0;1;7;6;8;6;9;8;0;8;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;10;39;2;8;Emily;4;1;;50;2;A
02/05/2025 08:31;02/05/2025 08:45;100;844;02/05/2025 08:45;EN;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;9;9;9;1;9;2;0;8;0;1;9;0;0;8;0;10;10;0;2;10;0;9;10;0;10;10;10;10;10;10;10;8;10;39;2;8;Emily;6;1;;24;6;B
02/05/2025 08:34;02/05/2025 08:45;100;676;02/05/2025 08:45;EN;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;3;6;5;5;2;6;5;5;1;5;4;3;5;0;7;5;7;5;8;1;2;1;5;2;8;3;9;8;0;9;6;4;10;39;2;8;Emily;6;2;;31;5;B
02/05/2025 08:31;02/05/2025 08:45;100;862;02/05/2025 08:45;EN;1;5;4;2;4;2;6;1;5;4;4;2;3;6;3;2;3;5;9;8;3;1;0;9;8;3;9;8;10;2;1;10;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;10;39;2;7;Emily;5;1;;34;4;A
02/05/2025 08:31;02/05/2025 08:45;100;877;02/05/2025 08:45;EN;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;5;5;3;4;4;4;6;6;7;3;6;4;3;4;6;7;8;6;5;3;5;4;4;5;7;3;6;4;3;3;6;4;10;20;2;7;Emily;6;2;;36;6;B
02/05/2025 08:30;02/05/2025 08:45;100;899;02/05/2025 08:45;EN;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;7;4;0;0;7;1;8;1;2;0;2;1;0;0;0;3;3;3;9;9;10;9;7;7;3;9;7;8;6;9;8;8;50;20;1;8;june;5;1;;33;2;B
02/05/2025 08:31;02/05/2025 08:46;100;906;02/05/2025 08:46;EN;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;8;5;0;0;7;6;10;5;4;0;10;0;0;0;0;10;10;5;6;10;5;10;10;1;10;10;4;10;6;10;10;8;10;20;2;7;April;6;1;;22;5;B
02/05/2025 08:32;02/05/2025 08:46;100;819;02/05/2025 08:46;EN;1;8;7;4;3;3;7;6;3;1;2;1;4;7;5;2;4;10;10;8;7;9;6;9;6;9;8;6;7;8;8;8;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;10;20;2;8;Emily;5;1;;31;5;A
02/05/2025 08:30;02/05/2025 08:46;100;961;02/05/2025 08:46;EN;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9;6;2;7;1;8;9;7;1;8;0;1;3;1;2;1;5;5;7;2;3;4;7;8;3;8;7;5;3;6;9;7;8;10;39;2;8;Emily;6;1;;29;3;B
02/05/2025 08:30;02/05/2025 08:46;100;942;02/05/2025 08:46;EN;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;7;6;4;5;7;7;7;5;3;6;8;7;6;6;5;7;7;5;6;8;6;7;7;7;6;7;8;5;5;5;7;8;50;20;1;7;June;6;1;;30;5;B
02/05/2025 08:30;02/05/2025 08:46;100;969;02/05/2025 08:46;EN;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9;4;5;6;3;7;6;6;3;8;3;8;3;5;3;2;2;10;2;1;10;6;7;7;1;9;2;1;1;1;9;1;8;50;20;2;8;Emily;5;2;;26;2;B
02/05/2025 08:32;02/05/2025 08:47;100;882;02/05/2025 08:47;EN;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;7;8;8;8;9;9;8;3;2;2;7;2;1;1;1;7;8;6;7;10;7;6;6;4;7;8;7;9;3;10;9;4;10;39;2;8;Emily;5;1;;37;6;B
02/05/2025 08:31;02/05/2025 08:47;100;961;02/05/2025 08:47;EN;1;1;6;3;3;4;7;6;7;3;0;1;0;8;5;1;1;8;6;8;7;4;8;8;9;4;10;7;9;3;3;9;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;5;480;2;7;Emily;6;1;;31;5;A
02/05/2025 08:31;02/05/2025 08:47;100;949;02/05/2025 08:47;EN;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;6;1;6;1;4;6;6;7;2;1;5;1;6;0;1;6;10;8;5;7;4;8;8;3;10;7;5;4;7;10;6;8;50;20;2;7;June;5;1;;48;1;B
02/05/2025 08:31;02/05/2025 08:47;100;956;02/05/2025 08:47;EN;1;2;7;6;1;1;6;5;9;0;1;3;3;1;0;0;0;4;8;8;4;4;3;2;9;4;8;7;7;2;4;8;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;50;20;2;8;Emily;6;1;;46;4;A
02/05/2025 08:33;02/05/2025 08:47;100;886;02/05/2025 08:47;EN;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;3;4;3;3;6;3;4;3;3;3;4;4;6;4;4;2;2;1;2;6;2;1;1;2;2;1;1;6;1;2;1;8;50;20;2;7;June ;3;2;;33;3;B
02/05/2025 08:30;02/05/2025 08:47;100;1047;02/05/2025 08:47;EN;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;4;9;2;5;3;8;10;3;7;1;3;3;1;5;0;6;3;4;5;4;9;4;7;2;9;7;7;8;4;9;2;8;50;39;2;8;Emily;2;2;;22;4;B
02/05/2025 08:33;02/05/2025 08:47;100;898;02/05/2025 08:47;EN;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;6;6;5;6;5;6;5;6;6;6;5;7;6;5;6;5;6;7;5;5;6;6;6;7;7;6;6;6;7;5;6;20;10;39;2;8;Emily;5;2;;29;2;B
02/05/2025 08:33;02/05/2025 08:47;100;844;02/05/2025 08:47;EN;1;9;7;7;0;1;5;8;8;0;0;0;7;8;3;0;0;9;10;8;9;8;1;0;7;1;8;0;6;8;0;8;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;10;39;2;7;Emily;5;1;;27;5;A
02/05/2025 08:30;02/05/2025 08:48;100;1070;02/05/2025 08:48;EN;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0;3;4;0;0;0;0;5;0;0;0;1;0;0;0;8;8;7;3;9;9;9;8;3;9;8;9;9;8;9;9;8;50;20;2;8;June;6;1;;25;5;B
02/05/2025 08:30;02/05/2025 08:49;100;1122;02/05/2025 08:49;EN;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;7;7;3;2;8;7;7;3;3;3;3;2;3;2;2;7;3;7;4;7;4;6;7;2;3;7;4;5;3;9;4;8;50;39;1;7;June;5;2;;61;6;B
02/05/2025 08:30;02/05/2025 08:49;100;1113;02/05/2025 08:49;EN;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;5;2;2;0;0;0;6;1;5;1;0;0;0;2;0;5;5;4;1;5;7;6;9;0;9;4;3;9;0;10;1;8;50;20;1;7;June ;5;2;;58;1;B
02/05/2025 08:36;02/05/2025 08:49;100;789;02/05/2025 08:49;EN;1;5;5;5;8;5;8;5;8;5;5;5;5;5;5;5;5;7;8;7;6;6;6;8;6;8;8;8;8;6;8;8;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;10;39;2;8;Emily;6;1;;56;4;A
02/05/2025 08:36;02/05/2025 08:50;100;802;02/05/2025 08:50;EN;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;8;7;8;8;7;8;8;7;8;8;8;8;7;8;8;7;4;10;39;2;8;Emily;5;1;;54;4;B
02/05/2025 08:32;02/05/2025 08:50;100;1091;02/05/2025 08:50;EN;1;5;5;3;2;1;8;6;9;2;4;4;6;5;5;1;6;4;5;3;5;10;1;1;9;5;10;4;6;5;3;10;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;10;39;2;8;Emily;6;2;;59;5;A
02/05/2025 08:38;02/05/2025 08:50;100;736;02/05/2025 08:50;EN;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;7;3;5;0;4;3;6;2;4;0;2;2;0;0;1;4;5;3;7;7;7;6;8;7;8;7;5;5;2;6;4;4;10;39;2;8;emily;5;2;;56;5;B
02/05/2025 08:34;02/05/2025 08:50;100;1011;02/05/2025 08:50;EN;1;7;3;2;1;1;3;3;1;1;3;2;3;1;1;1;1;5;0;2;5;2;3;1;6;2;3;1;1;4;6;3;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;50;39;2;8;emily;5;2;;47;1;A
02/05/2025 08:37;02/05/2025 08:51;100;798;02/05/2025 08:51;EN;1;0;8;0;0;1;5;8;7;0;4;0;0;1;1;0;0;1;10;10;3;2;2;9;10;5;8;10;9;1;1;10;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;10;39;2;8;Emily;5;2;;53;6;A
02/05/2025 08:40;02/05/2025 08:51;100;639;02/05/2025 08:51;EN;1;4;8;6;6;6;7;7;7;5;7;6;6;6;6;5;5;7;8;7;6;3;4;4;7;5;9;6;5;5;7;9;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;10;39;2;7;June;6;1;;49;2;A
02/05/2025 08:30;02/05/2025 08:51;100;1256;02/05/2025 08:51;EN;1;9;9;1;0;0;8;10;9;1;0;1;0;3;9;0;0;0;9;1;9;1;1;9;9;0;0;1;0;7;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;50;80;2;7;june;5;2;;29;6;A
02/05/2025 08:32;02/05/2025 08:51;100;1153;02/05/2025 08:51;EN;1;10;10;3;0;0;10;9;8;0;10;9;10;10;0;0;0;10;10;10;0;10;1;0;4;0;10;10;10;1;0;10;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;10;39;2;8;Emily;6;2;;33;5;A
02/05/2025 08:31;02/05/2025 08:52;100;1253;02/05/2025 08:52;EN;1;5;7;5;7;4;5;5;6;6;6;6;7;7;7;6;7;8;6;7;7;6;7;6;6;7;7;9;7;6;7;8;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;10;10;1;7;June;5;2;;33;5;A
02/05/2025 08:33;02/05/2025 08:54;100;1279;02/05/2025 08:54;EN;1;6;6;4;1;3;6;3;3;2;1;1;3;5;1;0;0;3;4;7;6;2;5;5;9;7;9;8;7;2;3;10;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;10;20;2;8;Emily;5;2;;61;5;A
02/05/2025 08:31;02/05/2025 08:55;100;1427;02/05/2025 08:55;EN;1;3;3;6;0;0;0;1;0;0;0;1;2;0;0;2;0;2;3;4;3;7;1;3;4;0;8;0;0;2;0;8;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;50;20;1;7;June;5;2;;28;5;A
02/05/2025 08:30;02/05/2025 08:55;100;1480;02/05/2025 08:55;EN;1;5;4;10;0;1;2;5;8;0;3;3;0;2;0;1;2;5;6;7;8;5;0;8;8;4;6;10;5;0;0;3;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;10;39;2;8;Emily;2;2;;29;3;A
02/05/2025 08:33;02/05/2025 08:55;100;1308;02/05/2025 08:55;EN;1;7;6;9;7;7;6;9;6;7;8;8;9;9;9;9;7;7;7;7;6;6;9;10;7;7;9;9;7;9;9;9;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;50;40;1;7;june;5;1;;26;6;A
02/05/2025 08:42;02/05/2025 08:56;100;843;02/05/2025 08:56;EN;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9;6;9;4;0;6;8;9;0;9;0;7;0;5;0;0;8;8;9;1;6;5;8;9;0;10;8;1;0;8;9;0;8;10;39;2;7;EMILY;6;2;;31;5;B
02/05/2025 08:31;02/05/2025 08:57;100;1564;02/05/2025 08:57;EN;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;8;7;2;1;7;8;7;3;2;1;1;1;1;0;0;9;6;4;2;9;5;8;6;4;6;7;3;8;7;10;8;4;10;39;2;8;Emily;5;2;;28;5;B
02/05/2025 08:30;02/05/2025 09:01;100;1835;02/05/2025 09:01;EN;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;8;10;10;10;10;9;10;1;2;6;7;6;0;1;5;10;10;7;4;9;9;6;6;1;10;7;2;0;0;10;8;4;10;39;2;8;Emily;5;1;;33;4;B
02/05/2025 08:34;02/05/2025 09:02;100;1701;02/05/2025 09:02;EN;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;10;8;8;2;5;9;10;10;8;0;3;0;0;0;8;10;10;10;0;9;0;0;4;0;10;10;2;10;6;10;2;4;10;39;2;8;Emily;6;1;;32;6;B
02/05/2025 08:36;02/05/2025 09:02;100;1576;02/05/2025 09:02;EN;1;6;9;6;8;8;1;7;5;0;0;0;0;8;0;0;0;6;7;9;5;6;4;5;7;5;8;7;8;6;1;8;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;10;39;2;8;Emily;5;1;;54;3;A
02/05/2025 08:31;02/05/2025 09:02;100;1885;02/05/2025 09:02;EN;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;9;8;8;8;9;9;4;4;1;1;2;1;0;0;0;8;8;3;7;9;7;8;7;5;6;6;7;9;5;8;9;4;10;39;1;8;Emily;5;1;;62;6;B
02/05/2025 08:38;02/05/2025 09:04;100;1516;02/05/2025 09:04;EN;1;2;5;0;2;3;7;7;6;0;0;0;0;7;0;0;0;4;5;7;2;5;2;6;8;3;9;7;8;5;2;10;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;10;39;2;8;Emily;6;1;;55;5;A
02/05/2025 08:31;02/05/2025 09:04;100;1941;02/05/2025 09:04;EN;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;10;8;7;7;8;10;9;5;0;0;0;0;0;0;0;4;9;6;6;10;5;3;8;7;9;8;8;9;6;9;6;4;10;39;2;8;Emily;6;1;;35;5;B
02/05/2025 08:31;02/05/2025 09:05;100;2092;02/05/2025 09:05;EN;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;8;5;1;2;9;10;9;6;2;1;1;0;0;0;1;7;7;3;7;10;4;8;6;5;6;8;9;10;6;10;10;4;10;39;2;8;Emily;5;2;;23;6;B
02/05/2025 08:35;02/05/2025 09:06;100;1817;02/05/2025 09:06;EN;1;6;6;0;1;2;4;5;4;3;4;4;2;4;4;0;0;4;6;6;3;2;2;5;3;0;7;7;7;5;6;8;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;10;39;2;8;emily;3;1;;58;5;A
02/05/2025 08:34;02/05/2025 09:06;100;1916;02/05/2025 09:06;EN;1;4;9;5;1;5;5;9;9;3;10;5;4;2;8;7;8;7;8;9;10;10;9;9;8;9;9;10;8;8;3;10;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;50;20;2;7;June ;6;2;;40;1;A
02/05/2025 08:31;02/05/2025 09:08;100;2194;02/05/2025 09:08;EN;1;5;6;7;7;7;3;8;7;3;6;3;8;6;7;8;0;7;6;6;2;5;6;7;7;5;4;7;6;7;2;5;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;10;39;2;8;Emily;5;2;;34;2;A
02/05/2025 08:34;02/05/2025 09:08;100;2050;02/05/2025 09:08;EN;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;5;6;7;8;8;5;3;8;8;4;7;7;7;5;9;3;7;5;5;7;3;6;3;7;5;7;7;7;7;3;4;4;10;39;2;8;Emily;6;1;;51;6;B
02/05/2025 08:32;02/05/2025 09:09;100;2206;02/05/2025 09:09;EN;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;5;9;8;9;5;9;8;9;2;8;8;7;0;0;6;7;5;4;3;4;7;6;8;2;8;10;4;9;1;9;4;4;10;39;2;8;emily;6;1;;30;6;B
02/05/2025 08:32;02/05/2025 09:10;100;2286;02/05/2025 09:10;EN;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;8;5;1;2;9;9;8;5;1;1;1;0;0;0;0;7;6;4;5;9;5;7;6;6;6;8;8;9;7;10;10;4;10;39;2;8;Emily;5;2;;49;5;B
02/05/2025 08:47;02/05/2025 09:15;100;1702;02/05/2025 09:15;EN;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;6;3;6;7;4;7;9;2;5;2;6;5;7;7;5;7;5;7;3;4;7;2;8;2;6;8;6;5;3;6;6;4;10;39;2;7;emily;5;1;;32;5;B
02/05/2025 08:40;02/05/2025 09:22;100;2539;02/05/2025 09:22;EN;1;4;5;1;6;0;6;6;7;6;8;7;9;8;7;5;10;7;7;7;6;0;5;5;6;5;4;7;8;7;7;5;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;10;39;2;7;emily;5;2;;40;5;A